year,imdb,clean_test,binary
2001,tt0247745,notalk,FAIL
2001,tt0232500,notalk,FAIL
2001,tt0221218,ok,PASS
2001,tt0290879,ok,PASS
2001,tt0120737,notalk,FAIL
2001,tt0268995,notalk,FAIL
2001,tt0267804,nowomen,FAIL
2001,tt0230600,ok,PASS
2001,tt0247638,ok,PASS
2001,tt0265666,ok,PASS
2001,tt0209475,ok,PASS
2001,tt0245674,notalk,FAIL
2001,tt0139654,notalk,FAIL
2001,tt0242998,men,FAIL
2001,tt0259711,notalk,FAIL
2001,tt0196229,ok,PASS
2000,tt0191754,ok,PASS
2000,tt0181875,ok,PASS
2000,tt0144084,notalk,FAIL
2000,tt0221889,ok,PASS
2000,tt0218839,ok,PASS
2000,tt0249462,ok,PASS
2000,tt0181984,notalk,FAIL
2000,tt0204946,ok,PASS
2000,tt0162222,notalk,FAIL
2000,tt0173716,ok,PASS
2000,tt0210616,ok,PASS
2000,tt0160127,ok,PASS
2000,tt0120630,ok,PASS
2000,tt0241303,ok,PASS
2000,tt0200550,men,FAIL
2000,tt0168629,ok,PASS
2000,tt0242423,men,FAIL
2000,tt0142032,ok,PASS
2000,tt0195685,ok,PASS
2000,tt0195714,notalk,FAIL
2000,tt0172495,nowomen,FAIL
2000,tt0187078,notalk,FAIL
2000,tt0146882,men,FAIL
2000,tt0164052,ok,PASS
2000,tt0185431,notalk,FAIL
2000,tt0199725,ok,PASS
2000,tt0212338,men,FAIL
2000,tt0209144,notalk,FAIL
2000,tt0212346,ok,PASS
2000,tt0183523,notalk,FAIL
2000,tt0190590,nowomen,FAIL
2000,tt0134847,ok,PASS
2000,tt0257001,men,FAIL
2000,tt0199753,nowomen,FAIL
2000,tt0210945,notalk,FAIL
2000,tt0180093,ok,PASS
2000,tt0122459,dubious,FAIL
2000,tt0165929,nowomen,FAIL
2000,tt0213203,ok,PASS
2000,tt0195234,ok,PASS
2000,tt0134084,ok,PASS
2000,tt0203119,men,FAIL
2000,tt0184894,notalk,FAIL
2000,tt0208092,nowomen,FAIL
2000,tt0210299,ok,PASS
2000,tt0163978,notalk,FAIL
2000,tt0209958,men,FAIL
2000,tt0120917,ok,PASS
2000,tt0219699,dubious,FAIL
2000,tt0187393,dubious,FAIL
2000,tt0138749,nowomen,FAIL
2000,tt0202677,men,FAIL
2000,tt0190138,ok,PASS
2000,tt0146309,notalk,FAIL
2000,tt0120913,ok,PASS
2000,tt0217869,nowomen,FAIL
2000,tt0182508,notalk,FAIL
2000,tt0190865,notalk,FAIL
2000,tt0161081,ok,PASS
2000,tt0207201,notalk,FAIL
2000,tt0198021,ok,PASS
2000,tt0190332,ok,PASS
2000,tt0120903,notalk,FAIL
1999,tt0147800,ok,PASS
1999,tt0134273,notalk,FAIL
1999,tt0169547,ok,PASS
1999,tt0163651,men,FAIL
1999,tt0122933,notalk,FAIL
1999,tt0166485,men,FAIL
1999,tt0149691,dubious,FAIL
1999,tt0145660,notalk,FAIL
1999,tt0120601,ok,PASS
1999,tt0165643,ok,PASS
1999,tt0181316,notalk,FAIL
1999,tt0171804,ok,PASS
1999,tt0179116,ok,PASS
1999,tt0144814,ok,PASS
1999,tt0139134,ok,PASS
1999,tt0144168,ok,PASS
1999,tt0120655,dubious,FAIL
1999,tt0157503,ok,PASS
1999,tt0126886,ok,PASS
1999,tt0120663,ok,PASS
1999,tt0137523,notalk,FAIL
1999,tt0155711,notalk,FAIL
1999,tt0126916,men,FAIL
1999,tt0177789,notalk,FAIL
1999,tt0172493,ok,PASS
1999,tt0139239,ok,PASS
1999,tt0155776,ok,PASS
1999,tt0175880,notalk,FAIL
1999,tt0158811,ok,PASS
1999,tt0132347,nowomen,FAIL
1999,tt0125439,ok,PASS
1999,tt0151804,notalk,FAIL
1999,tt0120784,notalk,FAIL
1999,tt0190641,notalk,FAIL
1999,tt0129332,notalk,FAIL
1999,tt0162661,ok,PASS
1999,tt0158983,dubious,FAIL
1999,tt0120915,ok,PASS
1999,tt0164912,notalk,FAIL
1999,tt0120855,men,FAIL
1999,tt0120657,dubious,FAIL
1999,tt0185937,ok,PASS
1999,tt0144117,nowomen,FAIL
1999,tt0120689,notalk,FAIL
1999,tt0171363,ok,PASS
1999,tt0129167,nowomen,FAIL
1999,tt0133093,ok,PASS
1999,tt0120616,notalk,FAIL
1999,tt0167404,dubious,FAIL
1999,tt0134119,dubious,FAIL
1999,tt0144640,notalk,FAIL
1999,tt0151568,ok,PASS
1999,tt0120363,notalk,FAIL
1999,tt0120458,dubious,FAIL
1999,tt0120891,men,FAIL
1999,tt0131646,men,FAIL
1998,tt0120577,notalk,FAIL
1998,tt0120623,ok,PASS
1998,tt0120586,men,FAIL
1998,tt0120591,notalk,FAIL
1998,tt0120603,ok,PASS
1998,tt0120611,notalk,FAIL
1998,tt0144120,notalk,FAIL
1998,tt0118789,notalk,FAIL
1998,tt0118929,notalk,FAIL
1998,tt0120647,ok,PASS
1998,tt0134619,notalk,FAIL
1998,tt0127536,ok,PASS
1998,tt0120660,notalk,FAIL
1998,tt0120631,ok,PASS
1998,tt0120669,notalk,FAIL
1998,tt0154420,dubious,FAIL
1998,tt0162973,men,FAIL
1998,tt0120685,dubious,FAIL
1998,tt0120694,ok,PASS
1998,tt0147612,ok,PASS
1998,tt0119313,ok,PASS
1998,tt0147004,ok,PASS
1998,tt0120735,notalk,FAIL
1998,tt0120738,ok,PASS
1998,tt0120749,notalk,FAIL
1998,tt0120762,dubious,FAIL
1998,tt0120780,men,FAIL
1998,tt0138704,men,FAIL
1998,tt0120791,ok,PASS
1998,tt0119942,ok,PASS
1998,tt0120800,ok,PASS
1998,tt0128442,notalk,FAIL
1998,tt0130827,notalk,FAIL
1998,tt0120812,ok,PASS
1998,tt0128445,notalk,FAIL
1998,tt0120813,nowomen,FAIL
1998,tt0120815,nowomen,FAIL
1998,tt0138097,ok,PASS
1998,tt0120828,notalk,FAIL
1998,tt0120148,ok,PASS
1998,tt0120831,ok,PASS
1998,tt0122718,notalk,FAIL
1998,tt0120321,ok,PASS
1998,tt0120184,notalk,FAIL
1998,tt0120844,ok,PASS
1998,tt0120686,ok,PASS
1998,tt0118661,ok,PASS
1998,tt0118715,notalk,FAIL
1998,tt0133751,dubious,FAIL
1998,tt0120744,notalk,FAIL
1998,tt0120746,notalk,FAIL
1998,tt0120768,notalk,FAIL
1998,tt0120794,notalk,FAIL
1998,tt0120108,men,FAIL
1998,tt0120863,notalk,FAIL
1998,tt0120382,notalk,FAIL
1998,tt0129387,ok,PASS
1998,tt0146336,ok,PASS
1998,tt0120877,nowomen,FAIL
1998,tt0120879,men,FAIL
1998,tt0120890,men,FAIL
1998,tt0128853,ok,PASS
1997,tt0120133,ok,PASS
1997,tt0118570,notalk,FAIL
1997,tt0118571,notalk,FAIL
1997,tt0118583,ok,PASS
1997,tt0118617,ok,PASS
1997,tt0119822,ok,PASS
1997,tt0118655,men,FAIL
1997,tt0118688,men,FAIL
1997,tt0118749,dubious,FAIL
1997,tt0118829,ok,PASS
1997,tt0118842,ok,PASS
1997,tt0128996,ok,PASS
1997,tt0118866,ok,PASS
1997,tt0118880,notalk,FAIL
1997,tt0118883,men,FAIL
1997,tt0118884,ok,PASS
1997,tt0119080,ok,PASS
1997,tt0119081,ok,PASS
1997,tt0119114,ok,PASS
1997,tt0119137,men,FAIL
1997,tt0119173,ok,PASS
1997,tt0119177,notalk,FAIL
1997,tt0119190,ok,PASS
1997,tt0119217,nowomen,FAIL
1997,tt0119229,ok,PASS
1997,tt0119282,ok,PASS
1997,tt0119345,ok,PASS
1997,tt0119361,notalk,FAIL
1997,tt0119396,ok,PASS
1997,tt0119468,men,FAIL
1997,tt0119488,notalk,FAIL
1997,tt0119528,notalk,FAIL
1997,tt0119654,notalk,FAIL
1997,tt0119698,ok,PASS
1997,tt0119707,ok,PASS
1997,tt0417001,men,FAIL
1997,tt0119738,men,FAIL
1997,tt0124819,notalk,FAIL
1997,tt0120082,ok,PASS
1997,tt0120094,ok,PASS
1997,tt0120152,ok,PASS
1997,tt0120177,ok,PASS
1997,tt0120201,ok,PASS
1997,tt0118971,ok,PASS
1997,tt0119116,notalk,FAIL
1997,tt0119174,notalk,FAIL
1997,tt0119567,dubious,FAIL
1997,tt0119874,dubious,FAIL
1997,tt0119925,notalk,FAIL
1997,tt0120338,ok,PASS
1997,tt0120461,ok,PASS
1996,tt0115591,dubious,FAIL
1996,tt0115736,ok,PASS
1996,tt0115759,nowomen,FAIL
1996,tt0115857,notalk,FAIL
1996,tt0116136,men,FAIL
1996,tt0116191,ok,PASS
1996,tt0116225,notalk,FAIL
1996,tt0116260,ok,PASS
1996,tt0116282,ok,PASS
1996,tt0116361,ok,PASS
1996,tt0116367,notalk,FAIL
1996,tt0116477,notalk,FAIL
1996,tt0116493,ok,PASS
1996,tt0116629,ok,PASS
1996,tt0116705,notalk,FAIL
1996,tt0116778,notalk,FAIL
1996,tt0116931,ok,PASS
1996,tt0116996,ok,PASS
1996,tt0117060,notalk,FAIL
1996,tt0117509,dubious,FAIL
1996,tt0117571,ok,PASS
1996,tt0117589,ok,PASS
1996,tt0117603,ok,PASS
1996,tt0117705,notalk,FAIL
1996,tt0117723,notalk,FAIL
1996,tt0117731,ok,PASS
1996,tt0117765,dubious,FAIL
1996,tt0117887,ok,PASS
1996,tt0115798,notalk,FAIL
1996,tt0115963,ok,PASS
1996,tt0116209,ok,PASS
1996,tt0116277,notalk,FAIL
1996,tt0116313,ok,PASS
1996,tt0116421,notalk,FAIL
1996,tt0116583,notalk,FAIL
1996,tt0116908,notalk,FAIL
1996,tt0117057,ok,PASS
1996,tt0117500,notalk,FAIL
1996,tt0117951,men,FAIL
1996,tt0117998,ok,PASS
1996,tt0118113,ok,PASS
1996,tt0115856,ok,PASS
1995,tt0112384,ok,PASS
1995,tt0112401,notalk,FAIL
1995,tt0112462,notalk,FAIL
1995,tt0112471,nowomen,FAIL
1995,tt0112573,men,FAIL
1995,tt0112641,men,FAIL
1995,tt0112642,ok,PASS
1995,tt0112697,ok,PASS
1995,tt0112715,nowomen,FAIL
1995,tt0112722,dubious,FAIL
1995,tt0112864,notalk,FAIL
1995,tt0113101,notalk,FAIL
1995,tt0113321,ok,PASS
1995,tt0113497,ok,PASS
1995,tt0113749,notalk,FAIL
1995,tt0113855,notalk,FAIL
1995,tt0114069,ok,PASS
1995,tt0114148,ok,PASS
1995,tt0112130,ok,PASS
1995,tt0114319,ok,PASS
1995,tt0114323,ok,PASS
1995,tt0114369,notalk,FAIL
1995,tt0114388,ok,PASS
1995,tt0114436,ok,PASS
1995,tt0114508,dubious,FAIL
1995,tt0114614,ok,PASS
1995,tt0112346,ok,PASS
1995,tt0112579,ok,PASS
1995,tt0113416,ok,PASS
1995,tt0113957,ok,PASS
1995,tt0114214,notalk,FAIL
1995,tt0114814,notalk,FAIL
1995,tt0114709,notalk,FAIL
1995,tt0114746,notalk,FAIL
1995,tt0114898,nowomen,FAIL
1995,tt0114906,ok,PASS
1994,tt0109040,men,FAIL
1994,tt0109254,nowomen,FAIL
1994,tt0109445,notalk,FAIL
1994,tt0109504,ok,PASS
1994,tt0109686,men,FAIL
1994,tt0109707,ok,PASS
1994,tt0109830,notalk,FAIL
1994,tt0110322,ok,PASS
1994,tt0110367,ok,PASS
1994,tt0110622,men,FAIL
1994,tt0110857,notalk,FAIL
1994,tt0110889,ok,PASS
1994,tt0110912,ok,PASS
1994,tt0111257,ok,PASS
1994,tt0111282,notalk,FAIL
1994,tt0111301,ok,PASS
1994,tt0109446,ok,PASS
1994,tt0110074,notalk,FAIL
1994,tt0110357,notalk,FAIL
1994,tt0110475,notalk,FAIL
1994,tt0111070,notalk,FAIL
1994,tt0111143,nowomen,FAIL
1994,tt0111161,nowomen,FAIL
1994,tt0111255,notalk,FAIL
1994,tt0111438,notalk,FAIL
1994,tt0111503,notalk,FAIL
1993,tt0106582,notalk,FAIL
1993,tt0106611,notalk,FAIL
1993,tt0106677,ok,PASS
1993,tt0107007,nowomen,FAIL
1993,tt0107048,men,FAIL
1993,tt0107120,ok,PASS
1993,tt0107290,ok,PASS
1993,tt0107614,ok,PASS
1993,tt0311648,ok,PASS
1993,tt0108052,ok,PASS
1993,tt0108255,dubious,FAIL
1993,tt0106226,ok,PASS
1993,tt0106977,men,FAIL
1993,tt0112389,nowomen,FAIL
1993,tt0107943,nowomen,FAIL
1993,tt0108358,ok,PASS
1992,tt0104257,notalk,FAIL
1992,tt0104694,ok,PASS
1992,tt0103639,nowomen,FAIL
1992,tt0103644,nowomen,FAIL
1992,tt0106308,men,FAIL
1992,tt0103776,nowomen,FAIL
1992,tt0103893,ok,PASS
1992,tt0104070,ok,PASS
1992,tt0104815,nowomen,FAIL
1992,tt0104348,nowomen,FAIL
1992,tt0104412,notalk,FAIL
1992,tt0104431,notalk,FAIL
1992,tt0104797,dubious,FAIL
1992,tt0104952,notalk,FAIL
1992,tt0105236,nowomen,FAIL
1992,tt0104036,men,FAIL
1992,tt0104868,notalk,FAIL
1992,tt0104940,notalk,FAIL
1992,tt0105151,ok,PASS
1992,tt0105793,notalk,FAIL
1991,tt0101414,ok,PASS
1991,tt0101452,notalk,FAIL
1991,tt0102057,men,FAIL
1991,tt0102070,ok,PASS
1991,tt0102798,dubious,FAIL
1991,tt0102943,ok,PASS
1991,tt0102975,men,FAIL
1991,tt0103060,ok,PASS
1991,tt0103064,dubious,FAIL
1991,tt0101272,ok,PASS
1991,tt0102510,notalk,FAIL
1991,tt0102926,ok,PASS
1991,tt0103247,notalk,FAIL
1990,tt0099088,notalk,FAIL
1990,tt0099253,ok,PASS
1990,tt0099817,nowomen,FAIL
1990,tt0099423,dubious,FAIL
1990,tt0099487,ok,PASS
1990,tt0099582,ok,PASS
1990,tt0099653,men,FAIL
1990,tt0099685,men,FAIL
1990,tt0099785,men,FAIL
1990,tt0100263,ok,PASS
1990,tt0100403,men,FAIL
1990,tt0100405,ok,PASS
1990,tt0099810,notalk,FAIL
1990,tt0100802,notalk,FAIL
1990,tt0100814,ok,PASS
1989,tt0096874,ok,PASS
1989,tt0096895,notalk,FAIL
1989,tt0096928,men,FAIL
1989,tt0097165,notalk,FAIL
1989,tt0097499,ok,PASS
1989,tt0097576,nowomen,FAIL
1989,tt0097742,men,FAIL
1989,tt0097815,notalk,FAIL
1989,tt0098206,notalk,FAIL
1989,tt0098724,men,FAIL
1989,tt0098382,notalk,FAIL
1989,tt0096754,ok,PASS
1989,tt0098519,ok,PASS
1989,tt0098546,notalk,FAIL
1988,tt0094612,notalk,FAIL
1988,tt0094625,notalk,FAIL
1988,tt0094721,ok,PASS
1988,tt0092675,notalk,FAIL
1988,tt0094862,ok,PASS
1988,tt0094947,ok,PASS
1988,tt0095016,ok,PASS
1988,tt0095631,men,FAIL
1988,tt0095687,ok,PASS
1988,tt0095690,ok,PASS
1988,tt0095889,ok,PASS
1988,tt0095953,notalk,FAIL
1988,tt0096061,ok,PASS
1988,tt0095489,ok,PASS
1988,tt0095497,men,FAIL
1988,tt0096256,nowomen,FAIL
1988,tt0096320,men,FAIL
1988,tt0096438,notalk,FAIL
1988,tt0096487,notalk,FAIL
1987,tt0092644,notalk,FAIL
1987,tt0092991,dubious,FAIL
1987,tt0093010,dubious,FAIL
1987,tt0093105,notalk,FAIL
1987,tt0093177,ok,PASS
1987,tt0093409,notalk,FAIL
1987,tt0093773,nowomen,FAIL
1987,tt0093818,notalk,FAIL
1987,tt0093870,notalk,FAIL
1987,tt0094012,dubious,FAIL
1987,tt0094074,ok,PASS
1987,tt0093389,dubious,FAIL
1987,tt0093437,notalk,FAIL
1987,tt0093779,men,FAIL
1986,tt0090605,ok,PASS
1986,tt0090555,dubious,FAIL
1986,tt0091203,ok,PASS
1986,tt0091225,dubious,FAIL
1986,tt0091419,notalk,FAIL
1986,tt0091738,ok,PASS
1986,tt0091763,nowomen,FAIL
1986,tt0092005,nowomen,FAIL
1986,tt0090848,ok,PASS
1986,tt0092099,men,FAIL
1985,tt0088763,notalk,FAIL
1985,tt0088846,ok,PASS
1985,tt0088944,notalk,FAIL
1985,tt0088993,nowomen,FAIL
1985,tt0089457,nowomen,FAIL
1985,tt0089469,dubious,FAIL
1985,tt0091578,men,FAIL
1985,tt0089893,ok,PASS
1985,tt0089908,ok,PASS
1985,tt0088939,ok,PASS
1984,tt0087800,men,FAIL
1984,tt0086879,ok,PASS
1984,tt0086960,nowomen,FAIL
1984,tt0086984,men,FAIL
1984,tt0087078,dubious,FAIL
1984,tt0087182,dubious,FAIL
1984,tt0087298,ok,PASS
1984,tt0087332,notalk,FAIL
1984,tt0087363,notalk,FAIL
1984,tt0087469,nowomen,FAIL
1984,tt0087928,dubious,FAIL
1984,tt0087995,men,FAIL
1984,tt0088161,notalk,FAIL
1984,tt0088170,notalk,FAIL
1984,tt0087538,ok,PASS
1984,tt0088247,men,FAIL
1983,tt0085549,ok,PASS
1983,tt0086190,nowomen,FAIL
1983,tt0086393,ok,PASS
1983,tt0086541,men,FAIL
1983,tt0086567,notalk,FAIL
1982,tt0083658,notalk,FAIL
1982,tt0083722,ok,PASS
1982,tt0082198,notalk,FAIL
1982,tt0083833,notalk,FAIL
1982,tt0083866,dubious,FAIL
1982,tt0083929,men,FAIL
1982,tt0083944,nowomen,FAIL
1982,tt0083972,dubious,FAIL
1982,tt0084516,ok,PASS
1982,tt0084522,men,FAIL
1982,tt0084726,dubious,FAIL
1982,tt0083642,ok,PASS
1982,tt0084805,notalk,FAIL
1982,tt0084827,nowomen,FAIL
1981,tt0082096,nowomen,FAIL
1981,tt0082340,nowomen,FAIL
1981,tt0082418,notalk,FAIL
1981,tt0082495,ok,PASS
1981,tt0082509,notalk,FAIL
1981,tt0082517,notalk,FAIL
1981,tt0082971,nowomen,FAIL
1981,tt0083907,notalk,FAIL
1981,tt0081633,notalk,FAIL
1980,tt0080339,dubious,FAIL
1980,tt0080492,ok,PASS
1980,tt0080716,ok,PASS
1980,tt0080745,dubious,FAIL
1980,tt0080761,men,FAIL
1980,tt0080855,nowomen,FAIL
1980,tt0081375,ok,PASS
1980,tt0081398,notalk,FAIL
1980,tt0081534,men,FAIL
1980,tt0080684,nowomen,FAIL
1980,tt0081573,dubious,FAIL
1980,tt0080455,notalk,FAIL
1980,tt0080749,ok,PASS
1980,tt0081505,men,FAIL
1979,tt0078748,ok,PASS
1979,tt0078788,nowomen,FAIL
1979,tt0079574,notalk,FAIL
1979,tt0079945,notalk,FAIL
1979,tt0078767,ok,PASS
1978,tt0077975,men,FAIL
1978,tt0077402,nowomen,FAIL
1978,tt0077405,ok,PASS
1978,tt0077631,ok,PASS
1978,tt0077651,dubious,FAIL
1978,tt0077713,nowomen,FAIL
1978,tt0078346,notalk,FAIL
1978,tt0077416,notalk,FAIL
1977,tt0075784,notalk,FAIL
1977,tt0075686,ok,PASS
1977,tt0075860,notalk,FAIL
1977,tt0074486,nowomen,FAIL
1977,tt0076141,notalk,FAIL
1977,tt0076245,ok,PASS
1977,tt0076759,notalk,FAIL
1976,tt0074156,notalk,FAIL
1976,tt0074512,ok,PASS
1976,tt0074812,men,FAIL
1976,tt0074958,ok,PASS
1976,tt0075148,notalk,FAIL
1976,tt0075222,notalk,FAIL
1976,tt0075249,ok,PASS
1976,tt0075314,notalk,FAIL
1975,tt0072684,notalk,FAIL
1975,tt0073195,notalk,FAIL
1975,tt0071853,men,FAIL
1975,tt0073486,men,FAIL
1975,tt0073629,dubious,FAIL
1974,tt0071222,ok,PASS
1974,tt0071230,notalk,FAIL
1974,tt0071360,notalk,FAIL
1974,tt0071562,ok,PASS
1974,tt0072271,notalk,FAIL
1974,tt0072308,notalk,FAIL
1974,tt0072431,men,FAIL
1973,tt0069704,men,FAIL
1973,tt0068699,notalk,FAIL
1973,tt0070707,notalk,FAIL
1973,tt0070047,ok,PASS
1973,tt0070735,notalk,FAIL
1972,tt0068156,notalk,FAIL
1972,tt0069089,ok,PASS
1972,tt0068646,notalk,FAIL
1971,tt0067065,notalk,FAIL
1971,tt0067741,notalk,FAIL
1971,tt0067800,notalk,FAIL
1971,tt0067116,notalk,FAIL
1971,tt0067992,men,FAIL
1970,tt0065466,ok,PASS
